query_index,nearest_ref_index,nearest_distance_m,label
0,195,45.63018896609385,0
1,195,55.81030973424751,0
2,195,65.92509904354377,0
3,195,75.89786401093222,0
4,195,85.58457949531751,0
5,195,94.71904377874407,0
6,195,102.98827061092601,0
7,195,110.31665089047473,0
8,195,116.58818745197775,0
9,195,121.77920055370096,0
10,195,126.10848139813321,0
11,195,130.18864821539844,0
12,195,134.40893272122415,0
13,195,139.15265120771568,0
14,195,144.6157394646032,0
15,195,150.76296780192817,0
16,195,157.32792581897183,0
17,30,163.9360052446609,0
18,30,155.94196441500944,0
19,30,148.7245246978657,0
20,31,142.57063772862327,0
21,31,137.7822477987748,0
22,31,134.01880445086968,0
23,32,130.60006118152083,0
24,32,126.8482033866437,0
25,32,122.34493439603169,0
26,33,116.60226232828346,0
27,34,110.06046798319943,0
28,34,103.32475097804942,0
29,35,96.66806458221492,0
30,35,90.24902540360708,0
31,36,83.72732308393415,0
32,36,76.81545087638715,0
33,36,69.07365129527169,0
34,36,60.442787790019885,0
35,36,51.12815928711475,0
36,36,41.519359502896265,0
37,36,32.2255994565493,0
38,36,23.76341984197026,0
39,36,16.28640438183757,0
40,36,9.999636682128678,0
41,36,5.753707640316975,0
42,37,2.744426836923582,0
43,38,1.9768042745053307,0
44,39,4.83439477588368,0
45,40,10.908151361469596,0
46,41,19.48000323511158,0
47,41,28.730385359365187,0
48,41,38.678318845052054,0
49,41,48.84597215067403,0
50,41,58.957122254122275,0
51,42,68.91666673050277,0
52,42,78.78327951448404,0
53,65,80.89327234737924,0
54,66,80.69102089102003,0
55,67,80.73763432647979,0
56,68,80.90404577869577,0
57,69,81.20520284090144,0
58,69,81.97838112828632,0
59,70,83.22620993637659,0
60,70,85.17213992657838,0
61,70,88.26813282505319,0
62,71,92.3452421693723,0
63,71,96.84694185939345,0
64,71,101.4794745161028,0
65,71,106.13087325144582,0
66,71,110.52480194616857,0
67,71,114.57753671242428,0
68,71,118.62881767889935,0
69,71,123.17950749001838,0
70,71,128.40204366359436,0
71,71,134.516403318693,0
72,71,141.54603586438,0
73,71,149.25283647053163,0
74,71,157.3273390989577,0
75,71,165.56881640946733,0
76,71,173.85663704509597,0
77,71,182.1430496366394,0
78,71,190.40720442517883,0
79,71,198.60946200922055,0
80,71,206.51571196813646,0
81,71,213.7177787048593,0
82,71,219.97175490981704,0
83,71,225.18551773065775,0
84,71,229.25612001802259,0
85,71,232.32178521491358,0
86,70,234.86112560476434,0
87,70,237.16780504322043,0
88,70,239.57935573199046,0
89,70,242.33878289464428,0
90,70,245.60336063251228,0
91,40,248.38350965485154,0
92,40,246.43913961664634,0
93,40,244.84035377054377,0
94,40,243.30198877936093,0
95,40,241.2008597417971,0
96,40,238.1424039570936,0
97,40,233.8239163555133,0
98,40,228.12839552906092,0
99,40,221.14765962640112,0
100,40,213.44054797496517,0
101,40,205.3822973872714,0
102,40,197.30941832540609,0
103,40,189.5187294385508,0
104,40,182.3710700332725,0
105,40,176.10776910658504,0
106,40,170.6501053096811,0
107,40,165.71704569221714,0
108,40,161.0085875296268,0
109,40,156.04829742174937,0
110,40,150.39225368904678,0
111,40,143.94753843621874,0
112,40,136.8833604798936,0
113,40,129.3747865696038,0
114,40,121.65564091625248,0
115,40,114.04150742917888,0
116,40,106.85794548004735,0
117,39,99.97496970875468,0
118,39,93.89322312203223,0
119,39,88.93036694391178,0
120,39,85.32248730278594,0
121,38,82.59183098061553,0
122,38,81.17735342000033,0
123,37,80.25470215997767,0
124,37,79.18970836968136,0
125,36,77.43740550913515,0
126,36,74.13859038529658,0
127,36,69.12198763039052,0
128,36,62.34936303703379,0
129,36,54.199915115467434,0
130,36,45.16484686622426,0
131,36,35.828169151717766,0
132,36,27.074655040511523,0
133,36,19.420676520835716,0
134,36,12.926809132254917,0
135,36,7.7345666184348705,0
136,36,4.6691636955597255,0
137,37,2.1117690643702396,0
138,38,1.8909843291034059,0
139,39,1.7800000640651983,0
140,40,1.4878078235482004,0
141,41,1.4855604299834937,0
142,42,1.7505181811759203,0
143,43,1.6413198875138801,0
144,44,1.0892655600876033,0
145,45,0.7941689859763776,0
146,46,1.9677399095970867,0
147,47,3.3479274534993673,0
148,49,1.7963167532834268,0
149,50,0.6956358568799597,0
150,52,1.0323627586025872,0
151,55,0.6404693516109671,0
152,56,0.6073342737525371,0
153,57,1.0754692352390258,0
154,58,1.9666308535755554,0
155,59,3.2831805156447174,0
156,61,4.780218725106641,0
157,62,3.3000443082627684,0
158,63,1.4573739424657068,0
159,64,0.8462726193966923,0
160,65,2.628733038886772,0
161,66,4.161256310969646,0
162,68,3.641409924290687,0
163,69,1.8973427712635205,0
164,70,0.9468904763783305,0
165,71,1.237342894479393,0
166,72,1.5677820403313378,0
167,73,1.5369835664466416,0
168,74,1.4441656791821347,0
169,75,1.8375348241562035,0
170,76,2.8675827938824763,0
171,77,4.237039251590944,0
172,79,3.0713863803469965,0
173,80,1.2270079296552214,0
174,81,2.1193624919224163,0
175,83,2.6414197461295994,0
176,84,1.0870670114643775,0
177,85,2.3531806900708365,0
178,86,4.21116145582604,0
179,88,3.581090120561006,0
180,89,1.3054320889631081,0
181,90,2.432797254882848,0
182,92,3.621408919208272,0
183,93,11.218249932863591,0
184,93,21.087959121262607,0
185,94,30.955688087122724,0
186,94,40.075784722864384,0
187,94,48.080838451133786,0
188,94,54.736038807413195,0
189,94,60.2215108657148,0
190,94,64.78579897208455,0
191,94,68.73384435106878,0
192,94,72.42470934704089,0
193,94,75.81110156478196,0
194,94,78.53436606970686,0
195,94,80.61322059388155,0
